"Time","Force","Position","Velocity","Acceleration"
8.191800,1.467,-0.069,-0.002,0.011
8.225100,1.467,-0.069,-0.001,-0.003
8.258400,1.473,-0.069,-0.003,-0.007
8.291700,1.473,-0.069,-0.002,-0.011
8.325000,1.473,-0.069,-0.003,-0.016
8.358300,1.479,-0.069,-0.003,0.001
8.391600,1.473,-0.069,-0.002,-0.002
8.424900,1.485,-0.069,-0.005,0.018
8.458200,1.479,-0.070,-0.001,0.037
8.491500,1.485,-0.069,0.000,-0.004
8.524800,1.479,-0.070,-0.004,0.013
8.558100,1.485,-0.070,0.000,0.065
8.591400,1.485,-0.070,0.003,0.057
8.624700,1.473,-0.070,0.004,0.023
8.658000,1.479,-0.069,0.005,-0.032
8.691300,1.473,-0.069,0.001,-0.050
8.724600,1.473,-0.069,-0.001,0.006
8.757900,1.473,-0.069,0.003,0.040
8.791200,1.473,-0.069,0.004,0.020
8.824500,1.467,-0.069,0.004,-0.007
8.857800,1.473,-0.069,0.003,-0.037
8.891100,1.473,-0.069,0.001,-0.043
8.924400,1.467,-0.069,0.000,-0.033
8.957700,1.467,-0.069,-0.002,-0.017
8.991000,1.473,-0.069,0.000,-0.036
9.024300,1.473,-0.069,-0.004,-0.059
9.057600,1.479,-0.069,-0.007,0.006
9.090900,1.479,-0.069,-0.003,0.047
9.124200,1.479,-0.069,-0.001,0.015
9.157500,1.485,-0.069,-0.003,0.001
9.190800,1.485,-0.070,-0.002,-0.002
9.224100,1.485,-0.069,-0.003,0.009
9.257400,1.479,-0.070,-0.002,0.053
9.290700,1.479,-0.070,0.002,0.061
9.324000,1.485,-0.070,0.002,0.047
9.357300,1.485,-0.070,0.006,0.009
9.390600,1.479,-0.069,0.005,-0.063
9.423900,1.473,-0.069,-0.002,-0.035
9.457200,1.479,-0.070,0.000,0.040
9.490500,1.473,-0.069,0.004,0.015
9.523800,1.473,-0.069,0.002,-0.025
9.557100,1.467,-0.069,0.002,-0.046
9.590400,1.467,-0.069,-0.002,-0.039
9.623700,1.467,-0.069,-0.002,0.008
9.657000,1.467,-0.069,0.001,-0.003
9.690300,1.473,-0.069,-0.002,-0.031
9.723600,1.473,-0.069,-0.002,-0.049
9.756900,1.473,-0.069,-0.005,-0.061
9.790200,1.473,-0.070,-0.009,0.002
9.823500,1.479,-0.070,-0.006,0.087
9.856800,1.479,-0.070,0.001,0.074
9.890100,1.485,-0.070,0.002,-0.016
9.923400,1.485,-0.070,-0.002,-0.059
9.956700,1.485,-0.070,-0.004,-0.066
9.990000,1.485,-0.070,-0.006,-0.072
